,Active_School_Zone_Fl,Active_School_Zone_Fl_01,Amend_Supp_Fl,Amend_Supp_Fl_01,At_Intrsct_Fl,At_Intrsct_Fl_01,Cmv_Involv_Fl,Cmv_Involv_Fl_01,CrashDateFormated,Crash_Date,Crash_Fatal_Fl,Crash_Fatal_Fl_01,Crash_ID,Crash_Speed_Limit,Crash_Time,Day_of_Week,Death_Cnt,Hwy_Nbr,Hwy_Nbr_2,Hwy_Sys,Hwy_Sys_2,Incap_Injry_Cnt,Investigat_Arrv_Time,Investigat_Comp_Fl,Investigat_Comp_Fl_01,Investigat_Notify_Meth,Investigat_Notify_Time,Latitude,Local_Use,Located_Fl,Located_Fl_01,Longitude,Medical_Advisory_Fl,Medical_Advisory_Fl_01,Non_Injry_Cnt,Nonincap_Injry_Cnt,ORI_Number,Onsys_Fl,Onsys_Fl_01,Poss_Injry_Cnt,Private_Dr_Fl,Private_Dr_Fl_01,Report_Date,Road_Constr_Zone_Fl,Road_Constr_Zone_Fl_01,Road_Constr_Zone_Wrkr_Fl,Road_Constr_Zone_Wrkr_Fl_01,Rpt_Block_Num,Rpt_Hwy_Num,Rpt_Latitude,Rpt_Longitude,Rpt_Outside_City_Limit_Fl,Rpt_Outside_City_Limit_Fl_01,Rpt_Ref_Mark_Dir,Rpt_Ref_Mark_Dist_Uom,Rpt_Ref_Mark_Nbr,Rpt_Ref_Mark_Offset_Amt,Rpt_Sec_Block_Num,Rpt_Sec_Hwy_Num,Rpt_Sec_Street_Desc,Rpt_Sec_Street_Name,Rpt_Sec_Street_Pfx,Rpt_Sec_Street_Sfx,Rpt_Street_Desc,Rpt_Street_Name,Rpt_Street_Pfx,Rpt_Street_Sfx,Rr_Relat_Fl,Rr_Relat_Fl_01,Rural_Fl,Rural_Fl_01,Schl_Bus_Fl,Schl_Bus_Fl_01,Street_Name,Street_Name_2,Street_Nbr,Thousand_Damage_Fl,Thousand_Damage_Fl_01,Toll_Road_Fl,Toll_Road_Fl_01,Tot_Injry_Cnt,Txdot_Rptable_Fl,Txdot_Rptable_Fl_01,Unkn_Injry_Cnt
2887,N,0,N,0,N,0,N,0,2013-07-22 23:54:00,7/22/2013,N,0,13399339,30,11:54 PM,MON,0,,,,,0,12:00 AM,Y,1,RADIO,11:54 PM,26.13908991,,Y,1,-97.64222692,N,0,0,0,TX0310900,N,0,0,N,0,7/22/2013,N,0,N,0,156,,,,N,0,,,,,,,,LA PALMA,,,,PANCHITA,,ST,N,0,N,0,N,0,PANCHITA ST,,156.0,N,0,N,0,0,N,0,1
2892,N,0,N,0,N,0,N,0,2013-07-26 19:44:00,7/26/2013,N,0,13400467,15,7:44 PM,FRI,0,,,,,0,7:52 PM,Y,1,DISPATCH,7:48 PM,,,N,0,,N,0,4,0,TX0430500,N,0,0,Y,1,7/26/2013,N,0,N,0,2000,,,,N,0,,,,,2900,,,UNIVERSITY,W,DR,,SKYLINE,,DR,N,0,N,0,N,0,SKYLINE DR,,,Y,1,N,0,0,N,0,0
2910,N,0,N,0,Y,1,N,0,2013-07-04 18:53:00,7/4/2013,N,0,13410032,20,6:53 PM,THU,0,,,,,0,6:56 PM,Y,1,DISPATCHED,6:53 PM,,,N,0,,N,0,5,0,TX0151400,N,0,0,N,0,7/4/2013,N,0,N,0,,,,,N,0,,,,,,,,LINDBERGH,E,BLVD,,TRUDY LN,N,LN,N,0,N,0,N,0,N TRUDY LN LN,E LINDBERGH BLVD,,Y,1,N,0,0,Y,1,0
2938,N,0,N,0,N,0,N,0,2013-07-28 13:57:00,7/28/2013,N,0,13423259,0,1:57 PM,SUN,0,,,,,0,3:06 PM,N,0,DISPATCHED,2:52 PM,,1007821,N,0,,N,0,0,0,TX1010000,N,0,0,Y,1,7/28/2013,N,0,N,0,7979,,,,Y,1,,,,,,,,WEST,,RD,,ELDRIDGE,N,PKWY,N,0,Y,1,N,0,N ELDRIDGE PKWY,,,Y,1,N,0,0,N,0,1
2969,N,0,N,0,N,0,N,0,2013-06-24 18:20:00,6/24/2013,N,0,13460716,30,6:20 PM,MON,0,,,,,0,6:12 PM,Y,1,ON SIGHT,6:22 PM,29.72257403,34213,Y,1,-95.21178449,N,0,3,0,TX1010000,N,0,0,N,0,6/24/2013,N,0,N,0,3100,,,,Y,1,,,,,,,,RED BLUFF,,,,FEDERAL,,RD,N,0,N,0,N,0,WASHBURN TUNNEL,,,Y,1,N,0,0,Y,1,0
2971,N,0,N,0,N,0,N,0,2013-06-07 20:41:00,6/7/2013,N,0,13472720,0,8:41 PM,FRI,0,83,,SH,,0,8:48 PM,Y,1,DISPATCH,8:41 PM,,,N,0,,N,0,4,0,TX0310900,Y,1,0,N,0,6/7/2013,N,0,N,0,,83,,,N,0,,,,,,510,,NOT REPORTED,,RD,,SOUTH,,,N,0,N,0,N,0,SH0083,,,Y,1,N,0,0,Y,1,0
2982,N,0,N,0,Y,1,N,0,2013-08-01 11:55:00,8/1/2013,N,0,13502532,30,11:55 AM,THU,0,,,,,0,12:15 PM,Y,1,DISPATCHED,12:09 PM,,1010830,N,0,,N,0,3,0,TX1010000,N,0,0,N,0,8/2/2013,N,0,N,0,1231,,,,Y,1,,,,,13750,,,FW,E,,,FREEPORT BL,,,N,0,Y,1,N,0,FREEPORT BL,E FW,,Y,1,N,0,0,Y,1,0
2997,N,0,Y,1,N,0,N,0,2013-06-28 11:29:00,6/28/2013,N,0,13600910,0,11:29 AM,FRI,0,,,,,0,11:46 AM,Y,1,DISPATCHED,11:32 AM,,33190,N,0,,N,0,2,0,TX1014900,N,0,0,Y,1,6/28/2013,N,0,N,0,13150,,,,Y,1,,,,,13200,,,GRANT,,RD,,LOUETTA,,RD,N,0,Y,1,N,0,LOUETTA RD,,,Y,1,N,0,0,N,0,0
3057,N,0,N,0,N,0,N,0,2013-08-07 15:50:00,8/7/2013,N,0,13397558,45,3:50 PM,WED,0,,,,,0,3:56 PM,Y,1,DPS LUFKIN,3:55 PM,29.98812202,,Y,1,-94.00470035,N,0,1,0,,N,0,0,N,0,8/7/2013,N,0,N,0,,366,29.9855,-94.00179,Y,1,,,,,,347,,NOT REPORTED,,,,NOT REPORTED,,,N,0,Y,1,N,0,FM 366,,,Y,1,N,0,0,Y,1,0
3083,N,0,Y,1,N,0,N,0,2013-08-06 13:15:00,8/6/2013,N,0,13401493,30,1:15 PM,TUE,0,,,,,0,1:37 PM,Y,1,DISPATCHED,1:28 PM,29.75008927,,Y,1,-95.37183562,N,0,4,0,TXHPD0000,N,0,0,N,0,8/18/2013,N,0,N,0,800,,,,N,0,,,,,,,,TRAVIS,,,,PIERCE,,ST,N,0,N,0,N,0,PIERCE ST,,884.0,Y,1,N,0,0,Y,1,0
3127,N,0,N,0,N,0,N,0,2013-08-12 16:50:00,8/12/2013,N,0,13406471,45,4:50 PM,MON,0,,,,,0,5:01 PM,Y,1,DPS HOUSTON,4:58 PM,30.1838541,,Y,1,-95.48890402,N,0,2,0,,N,0,0,N,0,8/12/2013,N,0,N,0,,,30.18395,-95.48845,Y,1,,,,,,,,RESEARCH FOREST,,DR,,GOSLING,,RD,N,0,Y,1,N,0,GOSLING RD,,,Y,1,N,0,0,Y,1,0
3133,N,0,N,0,N,0,Y,1,2013-08-08 23:15:00,8/8/2013,N,0,13407847,75,11:15 PM,THU,0,10,,IH,,0,11:26 PM,Y,1,GCSO,11:17 PM,,,N,0,,N,0,1,0,,Y,1,0,N,0,8/14/2013,N,0,N,0,,10,29.53408,-97.09312,Y,1,,,,,,,,SCHWAB,,RD,,NOT REPORTED,,,N,0,Y,1,N,0,IH0010,,,Y,1,N,0,0,Y,1,1
3194,N,0,N,0,N,0,N,0,2013-08-17 13:50:00,8/17/2013,N,0,13414957,-1,1:50 PM,SAT,0,,,,,0,2:07 PM,Y,1,DISPATCH,2:00 PM,,5280,N,0,,N,0,0,0,TXSPD0000,N,0,0,Y,1,8/18/2013,N,0,N,0,949,,,,N,0,,,,,4400,,,WOODLAWN,W,,,BANDERA,,RD,N,0,N,0,N,0,BANDERA RD,,,N,0,N,0,0,N,0,1
3265,N,0,N,0,N,0,N,0,2013-08-26 15:53:00,8/26/2013,N,0,13425117,35,3:53 PM,MON,0,,,,,0,5:21 PM,Y,1,DISPATCHED,5:11 PM,29.67586233,,Y,1,-95.53803766,N,0,2,0,TXHPD0000,N,0,0,N,0,8/26/2013,N,0,N,0,9300,,,,N,0,,,,,9300,,,S BRAESWOOD,,,,BISSONNET,,ST,N,0,N,0,N,0,BISSONNET ST,,,Y,1,N,0,0,Y,1,0
3270,N,0,N,0,N,0,N,0,2013-08-17 12:26:00,8/17/2013,N,0,13425636,65,12:26 PM,SAT,0,35,,IH,,0,12:30 PM,Y,1,DISPATCHED,12:26 PM,,,N,0,,N,0,9,0,,Y,1,0,N,0,8/20/2013,Y,1,N,0,13100,35,,,N,0,,,,,100,,,D,,DR,,NOT REPORTED,,,N,0,N,0,N,0,IH0035,,,Y,1,N,0,0,Y,1,0
3279,N,0,N,0,Y,1,N,0,2013-08-26 11:30:00,8/26/2013,N,0,13426856,35,11:30 AM,MON,0,,,,,0,11:48 AM,Y,1,RADIO/DISPATCHED,11:32 AM,,,N,0,,N,0,1,0,TX2350000,N,0,0,N,0,8/26/2013,N,0,N,0,2906,,,,Y,1,,,,,1600,,,NORTHSIDE,,RD,,PARSONS,,RD,N,0,Y,1,N,0,PARSONS RD,NORTHSIDE RD,,Y,1,N,0,0,Y,1,0
3281,N,0,N,0,N,0,N,0,2013-08-16 09:29:00,8/16/2013,N,0,13427260,30,9:29 AM,FRI,0,,,,,0,9:41 AM,N,0,DISPATCH,9:32 AM,30.07456603,,Y,1,-94.12800998,N,0,2,0,TX1230100,N,0,0,N,0,8/16/2013,N,0,N,0,3000,,,,N,0,,,,,300,,,11TH STREET,,,,HOLLYWOOD,,,N,0,N,0,N,0,HOLLYWOOD AVE,,3398.0,Y,1,N,0,0,Y,1,0
3312,N,0,N,0,Y,1,N,0,2013-08-15 17:45:00,8/15/2013,N,0,13431539,0,5:45 PM,THU,0,,,,,0,5:57 PM,Y,1,VIA PHONE,5:57 PM,31.74760484,,Y,1,-106.3189804,N,0,3,0,TX0710200,N,0,0,N,0,8/15/2013,N,0,N,0,,,,,N,0,,,,,,,,PELLICANO,,DR,,LEE TREVINO DR NB,N,,N,0,N,0,N,0,N LEE TREVINO DR,PELLICANO DR,,N,0,N,0,0,N,0,0
3330,N,0,N,0,Y,1,N,0,2013-09-03 09:40:00,9/3/2013,N,0,13433575,45,9:40 AM,TUE,0,,,,,0,9:50 AM,Y,1,DISPATCHED,9:31 AM,,7240,N,0,,N,0,2,0,TXSPD0000,Y,1,0,N,0,9/3/2013,N,0,N,0,100,410,,,N,0,,,,,8800,,,JONE MALTSBERGER,,,,LOOP 410 ACCES,,,N,0,N,0,N,0,SL0410,JONE MALTSBERGER,,Y,1,N,0,0,Y,1,0
3344,N,0,N,0,N,0,N,0,2013-09-02 22:20:00,9/2/2013,N,0,13434779,15,10:20 PM,MON,0,,,,,0,10:27 PM,Y,1,DISPATCHED,10:23 PM,,,N,0,,N,0,1,0,TXHPD0000,N,0,0,Y,1,9/3/2013,N,0,N,0,10222,,,,N,0,,,,,10300,,,W SAM HOUSTON,,PKWY,ASPHALT,FORUM WEST,,DR,N,0,N,0,N,0,FORUM WEST DR,,,Y,1,N,0,0,N,0,0
3375,N,0,Y,1,N,0,N,0,2013-09-06 11:15:00,9/6/2013,N,0,13437849,60,11:15 AM,FRI,0,56,,FM,,1,12:09 PM,Y,1,DISPATCHED,11:30 AM,,,N,0,,N,0,0,0,,Y,1,0,N,0,9/11/2013,N,0,N,0,,56,32.04564,-97.30832,N,0,,,,,,1190,,NOT REPORTED,,,,NOT REPORTED,,,N,0,N,0,N,0,FM0056,,,Y,1,N,0,1,Y,1,0
3482,N,0,N,0,Y,1,N,0,2013-09-05 15:26:00,9/5/2013,N,0,13449178,35,3:26 PM,THU,0,,,,,0,3:30 PM,Y,1,DISPATCHED,3:26 PM,,,N,0,,N,0,2,0,TX2260100,Y,1,1,N,0,9/5/2013,N,0,N,0,1900,67,,,N,0,,,,,0,,,GARRETT,,ST,,SHERWOOD,,WAY,N,0,N,0,N,0,BS0067,,,Y,1,N,0,1,Y,1,0
3505,N,0,N,0,N,0,Y,1,2013-09-09 07:40:00,9/9/2013,N,0,13452796,45,7:40 AM,MON,0,,,,,0,7:46 AM,Y,1,RADIO,7:40 AM,31.67621034,,Y,1,-98.99029945,N,0,0,0,TX0250200,N,0,1,N,0,9/9/2013,N,0,N,0,2600,,,,N,0,,,,,2800,,,MEMORIAL PARK DR,,,,MORRIS SHEPPARD DR,,,Y,1,N,0,Y,1,MORRIS SHEPPARD DR,,2600.0,Y,1,N,0,1,Y,1,1
3509,N,0,N,0,Y,1,N,0,2013-08-26 14:55:00,8/26/2013,N,0,13453595,55,2:55 PM,MON,0,190,,US,,0,3:01 PM,Y,1,RADIO,2:57 PM,,,N,0,,N,0,0,0,TX2360100,Y,1,1,N,0,8/26/2013,N,0,N,0,1000,190,,,N,0,,,,,,,,GENEVA,,,,US 190,,,N,0,N,0,N,0,US0190,GENEVA,,Y,1,N,0,1,Y,1,0
3521,N,0,N,0,N,0,N,0,2013-08-25 20:57:00,8/25/2013,N,0,13455222,0,8:57 PM,SUN,0,,,,,0,,Y,1,DISPATCHED,8:59 PM,,,N,0,,N,0,3,0,TX0571800,N,0,0,Y,1,8/25/2013,N,0,N,0,1722,,,,N,0,,,,,21499,635,,NOT REPORTED,,,WAFFLE HOUSE PARKING LOT,SCYENE,W,RD,N,0,N,0,N,0,W SCYENE RD,,,Y,1,N,0,0,N,0,0
3524,N,0,N,0,N,0,N,0,2013-08-03 08:21:00,8/3/2013,N,0,13455579,45,8:21 AM,SAT,0,1472,,FM,,0,8:29 AM,Y,1,RADIO DISPATCHED,8:22 AM,,,N,0,,N,0,1,0,TX2400100,Y,1,0,N,0,8/3/2013,N,0,N,0,7600,1472,,,N,0,,,,,,,,DEL MAR,,,,FM 1472,,RD,N,0,N,0,N,0,FM1472,,,Y,1,N,0,0,Y,1,0
3527,N,0,N,0,N,0,N,0,2013-08-17 14:45:00,8/17/2013,N,0,13455832,35,2:45 PM,SAT,0,,,,,0,2:45 PM,Y,1,DISPACTHED,2:45 PM,29.73244794,,Y,1,-95.44148478,N,0,3,0,TXHPD0000,N,0,0,N,0,9/7/2013,N,0,N,0,3600,,,,N,0,,,,,,,,RICHMOND,,AVE,,WESLAYAN,,,N,0,N,0,N,0,WESLAYAN ST,,3702.0,Y,1,N,0,0,Y,1,0
3605,N,0,N,0,Y,1,N,0,2013-09-24 18:24:00,9/24/2013,N,0,13465237,55,6:24 PM,TUE,0,,,,,0,6:32 PM,Y,1,DISPATCHED,6:24 PM,,518,N,0,,N,0,1,0,TX0610600,N,0,1,N,0,9/24/2013,N,0,N,0,900,121,,,N,0,,,,,2700,,,LAKE VISTA,,DR,,SAM RAYBURN TOLLWAY,,,N,0,N,0,N,0,TL0121,,,Y,1,N,0,1,Y,1,0
3622,N,0,N,0,Y,1,N,0,2013-09-20 18:25:00,9/20/2013,N,0,13466734,40,6:25 PM,FRI,0,,,,,0,6:26 PM,Y,1,DISPATCHED,6:25 PM,,,N,0,,N,0,2,1,TX2260100,N,0,0,N,0,9/20/2013,N,0,N,0,2000,,,,N,0,,,,,500,,,W AVE Q,,AVE,,BLK S BRYANT,,BLVD,N,0,N,0,N,0,BLK S BRYANT BLVD,W AVE Q AVE,,Y,1,N,0,1,Y,1,0
3762,N,0,N,0,N,0,N,0,2013-10-03 21:14:00,10/3/2013,N,0,13481012,40,9:14 PM,THU,0,,,,,0,9:20 PM,Y,1,POLICE RADIO,9:16 PM,29.66478795,,Y,1,-95.20759541,N,0,3,0,TX1011500,N,0,0,N,0,10/3/2013,N,0,N,0,2200,,,,N,0,,,,,3000,,,SHAVER,,,,SPENCER,,,N,0,N,0,N,0,SPENCER HWY,,2126.0,Y,1,N,0,0,Y,1,0
3768,N,0,N,0,N,0,N,0,2013-10-02 19:00:00,10/2/2013,N,0,13481643,-1,7:00 PM,WED,0,,,,,0,10:45 PM,Y,1,DISPATCHED,10:36 PM,,FSGI,N,0,,N,0,0,0,TXHPD0000,N,0,0,Y,1,10/2/2013,N,0,N,0,2501,,,,N,0,,,,,2501,,,TANGLEWILDE,,DR,APT COMPLEX PARKING LOT,TANGLEWILDE,,,N,0,N,0,N,0,TANGLEWILDE,,,Y,1,N,0,0,N,0,1
3772,N,0,N,0,Y,1,N,0,2013-09-30 16:51:00,9/30/2013,N,0,13481850,50,4:51 PM,MON,0,,,,,0,4:54 PM,Y,1,911,4:53 PM,30.42643474,,Y,1,-97.62998248,N,0,1,1,TX2270900,N,0,0,N,0,9/30/2013,N,0,N,0,,,,,N,0,,,,,,,SETTLERS VALLEY DR,SETTLERS VALLEY DR,,,WELLS BRANCH PKWY,WELLS BRANCH PKWY,,,N,0,N,0,N,0,E WELLS BRANCH PKWY,UNKNOWN,,Y,1,N,0,1,Y,1,0
3776,N,0,N,0,N,0,N,0,2013-09-27 23:32:00,9/27/2013,N,0,13482285,25,11:32 PM,FRI,0,,,,,1,11:35 PM,Y,1,DISPATCHED,11:32 PM,,,N,0,,N,0,0,0,TX0612900,N,0,0,N,0,9/28/2013,N,0,N,0,100,,,,N,0,,,,,400,114,"STRAIGHT, SH",HWY 114 W,,,,AL SLAUGHTER,,PKWY,N,0,N,0,N,0,AL SLAUGHTER PKWY,,,Y,1,N,0,1,Y,1,0
3799,N,0,N,0,N,0,N,0,2013-08-10 15:42:00,8/10/2013,N,0,13484267,0,3:42 PM,SAT,0,,,,,0,3:49 PM,N,0,DISPATCHED,3:43 PM,,30904,N,0,,N,0,0,0,TX1230700,N,0,0,Y,1,8/10/2013,N,0,N,0,1901,,,,N,0,,,,,3800,,,DRYDEN,,RD,,10TH,,AVE,N,0,N,0,N,0,10TH AVE,,,Y,1,N,0,0,N,0,1
3816,N,0,N,0,N,0,N,0,2013-09-17 08:16:00,9/17/2013,N,0,13486489,10,8:16 AM,TUE,0,,,,,0,8:16 AM,Y,1,MCT,8:16 AM,27.43766948,,Y,1,-99.48095806,N,0,0,0,TX2400100,N,0,0,N,0,9/30/2013,N,0,N,0,,,,,N,0,,,,,600,,,PRADA MACHIN,,,,VALLADOLID,,AVE,N,0,N,0,N,0,VALLADOLID AVE,,111.0,N,0,N,0,0,N,0,1
3842,N,0,N,0,N,0,N,0,2013-10-08 15:05:00,10/8/2013,N,0,13489509,65,3:05 PM,TUE,0,,,,,0,3:38 PM,Y,1,DISPATCHED,3:30 PM,,7340,N,0,,N,0,1,0,TXSPD0000,Y,1,1,N,0,10/8/2013,N,0,N,0,15600,320,,,N,0,,,,,5400,,,PRESIDIO,,PKWY,,IH 10 W,,,N,0,N,0,N,0,IH0320,,,Y,1,N,0,1,Y,1,0
3865,N,0,N,0,Y,1,N,0,2013-09-16 07:25:00,9/16/2013,N,0,13494500,40,7:25 AM,MON,0,,,,,0,7:37 AM,Y,1,DISPATCHER,7:30 AM,31.77523484,,Y,1,-106.33982040000001,N,0,3,0,TX0710200,N,0,0,N,0,9/16/2013,N,0,N,0,,,,,N,0,,,,,,,,ASHWOOD,N,,,YARBROUGH,,DR,N,0,N,0,N,0,N YARBROUGH DR,ASHWOOD DR,,Y,1,N,0,0,Y,1,0
3875,N,0,N,0,Y,1,N,0,2013-10-08 15:19:00,10/8/2013,N,0,13497357,30,3:19 PM,TUE,0,,,,,0,3:22 PM,Y,1,DISPATCHED,3:19 PM,,,N,0,,N,0,1,0,TX2202300,N,0,1,N,0,10/8/2013,N,0,N,0,5400,,,,N,0,,,,,1200,,,OXFORD,,ST,,TULANE AVE,,AVE,N,0,N,0,N,0,TULANE AVE AVE,OXFORD ST,,Y,1,N,0,1,Y,1,0
3884,N,0,N,0,N,0,N,0,2013-09-18 09:01:00,9/18/2013,N,0,13501423,45,9:01 AM,WED,0,,,,,0,9:06 AM,Y,1,DISPATCHED,8:58 AM,29.97933412,1019271,Y,1,-95.21742412,N,0,2,1,TX1010000,N,0,0,N,0,9/18/2013,N,0,N,0,3900,,,,Y,1,,,,,,,,WILL CLAYTON,,,,ATASCOCITA,,RD,N,0,Y,1,N,0,ATASCOCITA RD,,,Y,1,N,0,1,Y,1,0
3886,N,0,N,0,N,0,N,0,2013-09-01 11:54:00,9/1/2013,N,0,13501537,50,11:54 AM,SUN,0,,,,,0,12:09 PM,Y,1,DISPATCHED,11:56 AM,30.07407068,1008486,Y,1,-95.50377656,N,0,5,0,TX1010000,N,0,0,N,0,9/1/2013,N,0,N,0,,,,,Y,1,,,,,,,,GOSLING,,RD,,FM 2920,,,N,0,Y,1,N,0,FM 2920 RD,,5462.0,Y,1,N,0,0,Y,1,0
3909,N,0,N,0,N,0,N,0,2013-08-31 01:30:00,8/31/2013,N,0,13507455,0,1:30 AM,SAT,0,,,,,0,1:30 AM,Y,1,ON SIGHT,1:30 AM,,1011272,N,0,,N,0,2,0,TX1010000,N,0,0,Y,1,8/31/2013,N,0,N,0,444,,,,N,0,,,,,9400,,,HEMPSTEAD,,RD,,MALL,NW,,N,0,N,0,N,0,NW MALL,,,Y,1,N,0,0,N,0,0
3918,N,0,N,0,N,0,N,0,2013-09-03 15:17:00,9/3/2013,N,0,13507850,0,3:17 PM,TUE,0,,,,,0,3:29 PM,Y,1,DISPATCHED,3:22 PM,,1017404,N,0,,N,0,2,0,TX1010000,N,0,0,Y,1,9/3/2013,N,0,N,0,3050,,,,Y,1,,,,,,,,MORTON,,RD,,FRY,N,RD,N,0,Y,1,N,0,N FRY RD,,,N,0,N,0,0,N,0,0
3924,N,0,N,0,N,0,N,0,2013-08-30 18:37:00,8/30/2013,N,0,13508275,35,6:37 PM,FRI,0,,,,,0,6:37 PM,Y,1,DISPATCHED,6:23 PM,,1017384,N,0,,N,0,2,0,TX1010000,N,0,0,Y,1,8/30/2013,N,0,N,0,302,,,,Y,1,,,,,,,,WALLISVILLE,E,,,MAIN,N,ST,N,0,Y,1,N,0,N MAIN ST,,,N,0,N,0,0,N,0,0
3989,N,0,N,0,N,0,N,0,2013-09-29 15:14:00,9/29/2013,N,0,13577863,20,3:14 PM,SUN,0,,,,,0,3:14 PM,Y,1,POLICE RADIO,3:14 PM,,,N,0,,N,0,1,0,TX1520200,N,0,0,Y,1,9/29/2013,N,0,N,0,1302,,,,N,0,,,,,1300,,,70TH,,ST,,LOOP 289,S,LOOP,N,0,N,0,N,0,S LOOP 289 LOOP,,,N,0,N,0,0,N,0,0
4007,N,0,N,0,N,0,N,0,2013-09-11 19:40:00,9/11/2013,N,0,14276620,0,7:40 PM,WED,0,,,,,0,7:56 PM,Y,1,DISPATCH,7:53 PM,,,N,0,,N,0,2,0,TX0840400,N,0,0,Y,1,9/11/2013,N,0,N,0,2328,,,,N,0,,,,,24,,2 LANE ASPHALT,ST,,,PARKING LOT,SEAWALL,,BLVD,N,0,N,0,N,0,SEAWALL BLVD,,,Y,1,N,0,0,N,0,0
4064,N,0,N,0,N,0,N,0,2013-10-12 19:38:00,10/12/2013,N,0,13499893,40,7:38 PM,SAT,0,,,,,0,7:48 PM,Y,1,DISPATCHED,7:39 PM,29.59139187,,Y,1,-95.10226747,N,0,0,1,TX1011500,N,0,0,N,0,10/12/2013,N,0,N,0,3600,,,,N,0,,,,,16000,,,MIDDLEBROOK,,DR,,BAY AREA,,,N,0,N,0,N,0,BAY AREA BLVD,,,Y,1,N,0,1,Y,1,0
4069,N,0,N,0,N,0,N,0,2013-10-17 08:03:00,10/17/2013,N,0,13501325,35,8:03 AM,THU,0,,,,,0,8:24 AM,Y,1,DISPATCH,8:11 AM,32.41737044,,Y,1,-99.75780292,N,0,2,0,TX2210100,N,0,0,N,0,10/17/2013,N,0,N,0,2900,,,,N,0,,,,,2600,,,WOODARD,,,,S 27,,,N,0,N,0,N,0,S 27TH ST,,2965.0,Y,1,N,0,0,Y,1,0
4099,N,0,N,0,N,0,N,0,2013-10-21 15:15:00,10/21/2013,N,0,13511011,20,3:15 PM,MON,0,,,,,0,11:13 AM,Y,1,WALK-IN REPORT,11:13 AM,,FSGI,N,0,,N,0,0,0,TXHPD0000,N,0,0,Y,1,10/22/2013,N,0,N,0,2639,,,,N,0,,,,,2300,,,WESTHIEMER,W,,FSGI - OFFICE REPORT - DID NOT MAKE SCEN,REVERE,,,N,0,N,0,N,0,REVERE,,,Y,1,N,0,0,N,0,1
4109,N,0,Y,1,N,0,N,0,2013-10-23 01:00:00,10/23/2013,N,0,13511800,40,1:00 AM,WED,0,,,,,0,8:17 PM,Y,1,DISPATCH,8:07 PM,,,N,0,,N,0,1,0,TX0610600,N,0,0,Y,1,10/31/2013,N,0,N,0,355,,,,N,0,,,,,2500,,,ROCKBROOK,,DR,,VISTA RIDGE MALL,NE,DR,N,0,N,0,N,0,NE VISTA RIDGE MALL DR,,,Y,1,N,0,0,N,0,0
4111,N,0,N,0,N,0,N,0,2013-10-13 18:12:00,10/13/2013,N,0,13512288,0,6:12 PM,SUN,0,,,,,0,6:16 PM,Y,1,RADIO,6:12 PM,30.33550507,,Y,1,-97.55143737,N,0,1,0,TX2270200,N,0,0,N,0,10/13/2013,N,0,N,0,17000,,,,N,0,,,,,16700,,,HAMILTON POINT CIRCLE,,,,BLAKE MANOR ROAD,,,N,0,N,0,N,0,BLAKE MANOR RD,,16723.0,Y,1,N,0,0,Y,1,0
4116,N,0,N,0,N,0,N,0,2013-10-24 07:45:00,10/24/2013,N,0,13513232,5,7:45 AM,THU,0,,,,,0,7:56 AM,Y,1,HPD DISPATCH,7:51 AM,,,N,0,,N,0,1,0,TXHPD0000,N,0,1,Y,1,10/24/2013,N,0,N,0,3630,,,,N,0,,,,,,,,SHEPHERD,S,,PARKING LOT,DALLAS,W,ST,N,0,N,0,N,0,W DALLAS ST,,,N,0,N,0,1,N,0,0
4133,N,0,N,0,N,0,N,0,2013-10-25 13:15:00,10/25/2013,N,0,13515529,15,1:15 PM,FRI,0,,,,,0,2:31 PM,Y,1,DISP,2:27 PM,,,N,0,,N,0,2,0,TXHPD0000,N,0,0,N,0,10/25/2013,N,0,N,0,10039,,,,N,0,,,,,9600,,,WOODFAIR,,DR,PARKING LOT (CONCRETE),BISSONNET,,ST,N,0,N,0,N,0,BISSONNET ST,,,Y,1,N,0,0,N,0,0
4181,N,0,N,0,Y,1,N,0,2013-10-24 17:09:00,10/24/2013,N,0,13522878,40,5:09 PM,THU,0,,,,,1,6:22 PM,N,0,DISPATCHED,6:18 PM,30.0796847,,Y,1,-94.16517339,N,0,1,0,TX1230100,N,0,0,N,0,10/24/2013,N,0,N,0,5900,,,,N,0,,,,,300,,,PEYTON,,,,PHELAN,,,N,0,N,0,N,0,PHELAN BLVD,PEYTON DR,,N,0,N,0,1,Y,1,0
4184,N,0,N,0,N,0,N,0,2013-10-31 03:00:00,10/31/2013,N,0,13523155,60,3:00 AM,THU,0,,,,,0,3:30 AM,N,0,DISPATCH,3:20 AM,,,N,0,,N,0,3,0,TX2201200,N,0,0,N,0,10/31/2013,N,0,N,0,9100,,,,N,0,,,,,900,,,EVERMAN,,PKWY,,FWY,S,FWY,N,0,N,0,N,0,S FWY FWY,,,Y,1,N,0,0,Y,1,1
4190,N,0,N,0,N,0,N,0,2013-10-29 15:50:00,10/29/2013,N,0,13524061,15,3:50 PM,TUE,0,,,,,1,4:08 PM,Y,1,DISPATCHED,3:53 PM,,,N,0,,N,0,3,0,TXHPD0000,N,0,0,Y,1,10/29/2013,N,0,N,0,618,,,,N,0,,,,,10800,,,FILEY,,LN,CONCRETE PRIVATE PARKING LOT,BACA,,ST,N,0,N,0,N,0,BACA ST,,,N,0,N,0,1,N,0,0
