,Active_School_Zone_Fl,Active_School_Zone_Fl_01,Adt_Adj_Curnt_Amt,Adt_Curnt_Amt,Adt_Curnt_Year,Amend_Supp_Fl,Amend_Supp_Fl_01,At_Intrsct_Fl,At_Intrsct_Fl_01,Cmv_Involv_Fl,Cmv_Involv_Fl_01,Control,CrashDateFormated,Crash_Date,Crash_Fatal_Fl,Crash_Fatal_Fl_01,Crash_ID,Crash_Speed_Limit,Crash_Time,Day_of_Week,Death_Cnt,Dfo,Hp_Median_Width,Hp_Shldr_Left,Hp_Shldr_Right,Hwy_Nbr,Hwy_Sys,Incap_Injry_Cnt,Investigat_Arrv_Time,Investigat_Comp_Fl,Investigat_Comp_Fl_01,Investigat_Notify_Meth,Investigat_Notify_Time,Latitude,Located_Fl,Located_Fl_01,Longitude,Median_Width,Medical_Advisory_Fl,Medical_Advisory_Fl_01,Milepoint,Nbr_Of_Lane,Non_Injry_Cnt,Nonincap_Injry_Cnt,ORI_Number,Onsys_Fl,Onsys_Fl_01,Pct_Combo_Trk_Adt,Pct_Single_Trk_Adt,Poss_Injry_Cnt,Private_Dr_Fl,Private_Dr_Fl_01,Ref_Mark_Displ,Ref_Mark_Nbr,Report_Date,Road_Constr_Zone_Fl,Road_Constr_Zone_Fl_01,Road_Constr_Zone_Wrkr_Fl,Road_Constr_Zone_Wrkr_Fl_01,Roadbed_Width,Row_Width_Usual,Rpt_Block_Num,Rpt_Hwy_Num,Rpt_Outside_City_Limit_Fl,Rpt_Outside_City_Limit_Fl_01,Rpt_Sec_Block_Num,Rpt_Sec_Street_Name,Rpt_Sec_Street_Sfx,Rpt_Street_Name,Rpt_Street_Sfx,Rr_Relat_Fl,Rr_Relat_Fl_01,Rural_Fl,Rural_Fl_01,Schl_Bus_Fl,Schl_Bus_Fl_01,Section,Shldr_Width_Left,Shldr_Width_Right,Street_Name,Street_Name_2,Street_Nbr,Surf_Width,Thousand_Damage_Fl,Thousand_Damage_Fl_01,Toll_Road_Fl,Toll_Road_Fl_01,Tot_Injry_Cnt,Trk_Aadt_Pct,Txdot_Rptable_Fl,Txdot_Rptable_Fl_01,Unkn_Injry_Cnt
2902,N,0,112304.0,112304.0,2014.0,N,0,Y,1,Y,1,2121.0,2013-07-29 12:43:00,7/29/2013,N,0,13404433,45,12:43 PM,MON,0,26.605,42.0,10.0,10.0,10,IH,0,1:01 PM,Y,1,DISPATCHED,12:43 PM,31.77149658,Y,1,-106.3772861,22.0,N,0,27.378,8.0,2,0,TX0710200,Y,1,5.2,2.3,0,N,0,-0.358,27,7/29/2013,N,0,N,0,136.0,300.0,7100,,N,0,1200,HAWKINS,BLVD,GATEWAY EAST,BLVD,N,0,N,0,N,0,3.0,20.0,20.0,IH0010,HAWKINS BLVD,,96.0,N,0,N,0,0,7.5,N,0,0
2903,N,0,224537.0,224537.0,2014.0,N,0,N,0,N,0,110.0,2013-07-25 18:00:00,7/25/2013,N,0,13406545,65,6:00 PM,THU,0,74.998,42.0,10.0,10.0,45,IH,1,6:00 PM,N,0,DISPATCHED,5:50 PM,30.14113739,Y,1,-95.44608089,22.0,N,0,2.229,10.0,5,0,TX1700000,Y,1,4.6,5.5,1,N,0,0.025,75,8/3/2013,N,0,N,0,160.0,321.0,25700,45,Y,1,100,SAGEWOOD,DR,NOT REPORTED,,N,0,Y,1,N,0,4.0,20.0,20.0,IH0045,,,120.0,Y,1,N,0,2,10.1,Y,1,0
2904,N,0,,,,N,0,N,0,N,0,,2013-07-08 21:45:00,7/8/2013,N,0,13406739,45,9:45 PM,MON,0,,,,,,,0,10:05 PM,Y,1,DISPATCHED,9:47 PM,30.56094742,Y,1,-97.68276293,,N,0,,,2,0,2460500,N,0,,,0,N,0,,,7/8/2013,N,0,N,0,,,425,,N,0,,CYPRESS,BLVD,UNIVERSITY,BLVD,N,0,N,0,N,0,,,,UNIVERSITY BLVD,,405.0,,Y,1,N,0,0,,Y,1,0
2905,N,0,73641.0,73641.0,2014.0,N,0,N,0,N,0,27.0,2013-07-28 02:26:00,7/28/2013,N,0,13407243,65,2:26 AM,SUN,0,9.175,20.0,6.0,10.0,69,IH,0,2:26 AM,N,0,DISPATCH,2:13 AM,29.55807029,Y,1,-95.70664466,10.0,N,0,9.365,4.0,1,0,TX0790000,Y,1,14.6,6.4,0,N,0,9.175,95,8/12/2013,N,0,N,0,80.0,400.0,21513,59,Y,1,17599,NOT REPORTED,,NOT REPORTED,,N,0,Y,1,N,0,12.0,10.0,20.0,IH0069,,,48.0,Y,1,N,0,0,21.0,Y,1,0
2906,N,0,22277.0,22277.0,2014.0,N,0,N,0,N,0,306.0,2013-06-27 22:32:00,6/27/2013,N,0,13407479,45,10:32 PM,THU,0,39.417,0.0,0.0,0.0,73,SH,0,11:36 PM,Y,1,RADIO,10:32 PM,30.02244362,Y,1,-93.84467229,0.0,N,0,7.8389999999999995,6.0,3,0,TX1810100,Y,1,3.8,5.2,0,N,0,-0.611,780,6/27/2013,N,0,N,0,88.0,120.0,700,73,N,0,100,FERRY,DR,TEXAS,AVE,N,0,N,0,N,0,2.0,0.0,0.0,SH0073,,666.0,88.0,Y,1,N,0,0,9.1,Y,1,0
2907,N,0,13897.0,13897.0,2014.0,Y,1,N,0,N,0,976.0,2013-06-04 13:37:00,6/4/2013,N,0,13408981,35,1:37 PM,TUE,0,1.464,12.0,0.0,0.0,865,FM,0,2:00 PM,Y,1,HISD PD DISPATCHER,1:37 PM,29.68401354,Y,1,-95.35572965,12.0,N,0,1.482,4.0,3,0,TXHPD0000,Y,1,1.4,3.9,0,N,0,-0.102,474,6/4/2013,N,0,N,0,48.0,80.0,7200,,N,0,4300,HOLMES,RD,CULLEN,BLVD,N,0,N,0,N,0,1.0,0.0,0.0,FM0865,IH0610,7200.0,48.0,Y,1,N,0,0,5.2,Y,1,0
2908,N,0,,,,N,0,N,0,N,0,,2013-08-01 16:40:00,8/1/2013,N,0,13409594,10,4:40 PM,THU,0,,,,,,,0,4:51 PM,Y,1,DISPATCHED,4:44 PM,,N,0,,,N,0,,,1,0,TX1551200,N,0,,,0,Y,1,,,8/1/2013,N,0,N,0,,,824,,N,0,3,5TH,ST,6TH,ST,N,0,N,0,N,0,,,,S 6TH ST,,,,N,0,N,0,0,,N,0,0
2909,N,0,15748.0,15748.0,2014.0,Y,1,Y,1,N,0,209.0,2013-06-23 00:06:00,6/23/2013,N,0,13409609,30,12:06 AM,SUN,0,0.126,0.0,0.0,0.0,2,SL,0,12:15 AM,Y,1,DISPATCHED,12:11 AM,31.54833837,Y,1,-97.14521052,0.0,N,0,0.124,8.0,0,2,TX1551200,Y,1,17.3,3.0,0,N,0,0.046,568,7/30/2013,N,0,N,0,84.0,120.0,200,,N,0,1700,COLUMBUS,AVE,17TH,ST,N,0,N,0,N,0,1.0,0.0,0.0,SL0002,COLUMBUS AVE,1748.0,84.0,Y,1,N,0,2,20.3,Y,1,0
2910,N,0,,,,N,0,Y,1,N,0,,2013-07-04 18:53:00,7/4/2013,N,0,13410032,20,6:53 PM,THU,0,,,,,,,0,6:56 PM,Y,1,DISPATCHED,6:53 PM,,N,0,,,N,0,,,5,0,TX0151400,N,0,,,0,N,0,,,7/4/2013,N,0,N,0,,,,,N,0,,LINDBERGH,BLVD,TRUDY LN,LN,N,0,N,0,N,0,,,,N TRUDY LN LN,E LINDBERGH BLVD,,,Y,1,N,0,0,,Y,1,0
2911,N,0,4217.0,4217.0,2014.0,N,0,Y,1,N,0,354.0,2013-06-29 09:50:00,6/29/2013,N,0,13411247,35,9:50 AM,SAT,0,37.388000000000005,0.0,5.0,5.0,115,SH,0,9:53 AM,Y,1,DISPATCHED,9:51 AM,32.31343666,Y,1,-102.56729709999999,0.0,N,0,1.3419999999999999,4.0,0,0,TX0020100,Y,1,19.2,5.6,0,N,0,-0.036000000000000004,326,6/29/2013,N,0,N,0,62.0,120.0,100,,N,0,1600,BROADWAY,,MUSTANG,DR,N,0,N,0,N,0,6.0,5.0,5.0,SH0115,SW MUSTANG DR,,48.0,Y,1,N,0,0,24.8,Y,1,2
2912,N,0,8515.0,8515.0,2014.0,N,0,N,0,N,0,548.0,2013-07-21 21:44:00,7/21/2013,N,0,13411273,30,9:44 PM,SUN,0,36.147,0.0,0.0,0.0,115,SH,0,9:46 PM,Y,1,DISPATCHED,9:44 PM,32.31864164,Y,1,-102.54702209999999,0.0,N,0,55.211000000000006,4.0,1,0,TX0020100,Y,1,20.2,21.2,0,N,0,0.073,325,7/22/2013,N,0,N,0,62.0,120.0,100,,N,0,100,MAIN,,BROADWAY,,N,0,N,0,N,0,5.0,0.0,0.0,SH0115,US0385,137.0,48.0,Y,1,N,0,0,41.4,Y,1,0
2913,N,0,29539.0,29539.0,2014.0,N,0,N,0,N,0,1607.0,2013-07-31 17:20:00,7/31/2013,N,0,13412539,45,5:20 PM,WED,0,11.408,24.0,10.0,12.0,1764,FM,0,5:31 PM,Y,1,RADIO DISPATCH,5:20 PM,29.39534311,Y,1,-94.95125494,2.0,N,0,10.417,4.0,1,0,TX0840900,Y,1,1.4,3.9,1,N,0,0.682,708,7/31/2013,N,0,N,0,92.0,460.0,3600,1764,N,0,1300,HWY 146,,FM 1764,,N,0,N,0,N,0,1.0,22.0,22.0,FM1764,SH0146,,48.0,N,0,N,0,1,5.2,Y,1,0
2914,N,0,,,,N,0,Y,1,N,0,,2013-08-01 19:15:00,8/1/2013,N,0,13412945,30,7:15 PM,THU,0,,,,,,,0,7:19 PM,Y,1,SELF INITIATED,7:18 PM,27.50380539,Y,1,-99.47418215,,N,0,,,2,0,TX2400100,N,0,,,1,N,0,,,8/1/2013,N,0,N,0,,,2100,,N,0,900,BARTLETT,,MARKET,ST,N,0,N,0,N,0,,,,MARKET ST,N BARTLETT AVE,2201.0,,Y,1,N,0,1,,Y,1,0
2915,N,0,,,,N,0,N,0,N,0,,2013-07-29 16:40:00,7/29/2013,N,0,13413109,5,4:40 PM,MON,0,,,,,83,SH,0,5:18 PM,Y,1,RADIO,4:42 PM,,N,0,,,N,0,,,0,0,TX1081300,Y,1,,,0,Y,1,,,7/29/2013,N,0,N,0,,,300,83,N,0,400,IOWA,RD,EXPRESSWAY 83,,N,0,N,0,N,0,,,,SH0083,,,,Y,1,N,0,0,,N,0,1
2916,N,0,12039.0,12039.0,2014.0,N,0,Y,1,N,0,1429.0,2013-07-11 19:30:00,7/11/2013,N,0,13413175,55,7:30 PM,THU,0,1.3430000000000002,0.0,0.0,0.0,2557,FM,0,7:44 PM,Y,1,RADIO,7:37 PM,26.17555527,Y,1,-98.14903038,0.0,N,0,10.895,2.0,7,0,TX1081300,Y,1,28.0,4.1,0,N,0,-0.616,726,7/11/2013,N,0,N,0,24.0,60.0,1500,,N,0,600,RIDGE,RD,STEWART,RD,N,0,N,0,N,0,1.0,0.0,0.0,FM2557,E RIDGE RD,1213.0,24.0,N,0,N,0,0,32.0,N,0,0
2917,N,0,,,,N,0,Y,1,N,0,,2013-06-21 18:40:00,6/21/2013,N,0,13416570,30,6:40 PM,FRI,0,,,,,,,0,6:44 PM,Y,1,DISPATCHED,6:43 PM,30.07895474,Y,1,-95.42164306,,N,0,,,2,0,TX1010000,N,0,,,0,N,0,,,6/25/2013,N,0,N,0,,,700,,Y,1,20700,BORDER,ST,MAIN,ST,N,0,Y,1,N,0,,,,MAIN ST,UNKNOWN,,,Y,1,N,0,0,,Y,1,0
2918,N,0,,,,N,0,N,0,N,0,,2013-07-13 19:00:00,7/13/2013,N,0,13416662,65,7:00 PM,SAT,0,,,,,,,0,6:46 PM,Y,1,DISPATCHED,6:46 PM,29.86719625,Y,1,-95.56352303,,N,0,,,2,0,TX1015000,N,0,,,0,N,0,,,7/13/2013,N,0,N,0,,,6600,,N,0,,LITTLE YORK,,SAM HOUSTON N,PKWY,N,0,N,0,N,0,,,,W SAM HOUSTON PKWY N,,6779.0,,Y,1,Y,1,0,,Y,1,0
2919,N,0,,,,N,0,Y,1,N,0,,2013-06-22 08:51:00,6/22/2013,N,0,13416781,50,8:51 AM,SAT,0,,,,,,,0,8:51 AM,Y,1,ON SIGHT,8:51 AM,29.92460476,Y,1,-95.20045313,,N,0,,,0,2,TX1014800,N,0,,,0,N,0,,,6/22/2013,N,0,N,0,,,14000,,Y,1,,LAKE HOUSTON PW,PKWY,SAM HOUSTON PW,PKWY,N,0,Y,1,N,0,,,,E SAM HOUSTON PKWY N,W LAKE HOUSTON PKWY,,,Y,1,N,0,2,,Y,1,0
2920,N,0,,,,N,0,Y,1,N,0,,2013-07-18 07:50:00,7/18/2013,N,0,13417118,30,7:50 AM,THU,0,,,,,,,0,8:25 AM,Y,1,DISPATCHED,8:25 AM,29.98344475,Y,1,-95.53691304,,N,0,,,2,0,TX1014900,N,0,,,1,N,0,,,7/18/2013,Y,1,Y,1,,,11800,,Y,1,9500,MARBLEMOUNT,RD,PERRY RD,RD,N,0,Y,1,N,0,,,,PRAIRIE DUNES DR,MUIRFIELD VILLAGE DR,6699.0,,Y,1,N,0,1,,Y,1,0
2921,N,0,,,,N,0,Y,1,N,0,,2013-06-21 19:43:00,6/21/2013,N,0,13417202,40,7:43 PM,FRI,0,,,,,,,0,8:02 PM,Y,1,DISPATCHED,7:46 PM,29.71303482,Y,1,-95.61471303,,N,0,,,3,0,TX1010000,N,0,,,0,N,0,,,6/21/2013,N,0,N,0,,,13000,,Y,1,2999,SYNOTT,RD,ALIEF CLODINE,RD,N,0,N,0,N,0,,,,ALIEF CLODINE RD,SYNOTT RD,13199.0,,Y,1,N,0,0,,Y,1,0
2922,N,0,,,,N,0,N,0,N,0,,2013-06-16 13:00:00,6/16/2013,N,0,13417207,45,1:00 PM,SUN,0,,,,,,,0,3:00 PM,Y,1,DISPATCHED,1:09 PM,29.897999600000006,Y,1,-95.52497304,,N,0,,,4,0,TX1010000,N,0,,,0,N,0,,,6/16/2013,N,0,N,0,,,8100,,Y,1,,BREEN,DR,FAIRBANKS N HOUSTON,RD,N,0,Y,1,N,0,,,,FAIRBANKS N HOUSTON RD,BREEN DR,,,Y,1,N,0,0,,Y,1,0
2923,N,0,180878.0,180878.0,2014.0,N,0,N,0,N,0,15.0,2013-07-25 17:15:00,7/25/2013,N,0,13417585,45,5:15 PM,THU,0,235.419,7.0,2.0,10.0,35,IH,0,5:23 PM,Y,1,DISPATCH,5:16 PM,30.28374644,Y,1,-97.7267995,3.0,N,0,18.996,8.0,1,1,TX2270100,Y,1,9.4,3.3,0,N,0,-0.033,236,7/25/2013,N,0,N,0,182.0,310.0,2000,,N,0,,MANOR RD,,N IH 35 EF,,N,0,N,0,N,0,13.0,20.0,40.0,IH0035,,,96.0,Y,1,N,0,1,12.7,Y,1,0
2924,N,0,55806.0,55806.0,2014.0,N,0,N,0,N,0,1685.0,2013-07-20 14:36:00,7/20/2013,N,0,13417829,50,2:36 PM,SAT,0,11.120999999999999,10.0,0.0,0.0,1960,FM,0,4:39 PM,N,0,DISPATCHED,4:21 PM,30.0074386,Y,1,-95.46303601,10.0,N,0,12.376,8.0,1,0,TX1014900,Y,1,1.0,3.5,0,N,0,-0.649,678,7/20/2013,N,0,N,0,126.0,150.0,2200,1960,Y,1,15900,KUYKENDAHL,RD,NOT REPORTED,,N,0,Y,1,N,0,1.0,0.0,0.0,FM1960,,2263.0,122.0,N,0,N,0,0,4.6,N,0,1
2925,N,0,,,,N,0,N,0,N,0,,2013-07-26 15:30:00,7/26/2013,N,0,13417909,0,3:30 PM,FRI,0,,,,,,,0,5:08 PM,Y,1,DISPATCHED,3:33 PM,,N,0,,,N,0,,,1,0,TX1010000,N,0,,,0,Y,1,,,7/26/2013,N,0,N,0,,,17715,,Y,1,,RICHCREST,DR,WAYFOREST,DR,N,0,Y,1,N,0,,,,WAYFOREST DR,,,,N,0,N,0,0,,N,0,0
2926,N,0,,,,N,0,N,0,N,0,,2013-06-29 14:49:00,6/29/2013,N,0,13417974,45,2:49 PM,SAT,0,,,,,,,0,2:58 PM,Y,1,DISPATCHED,2:51 PM,30.04602071,Y,1,-95.38548959,,N,0,,,2,0,TX1014900,N,0,,,0,N,0,,,6/29/2013,N,0,N,0,,,23100,,Y,1,2900,CIDERWOOD,DR,ALDINE WESTFIELD,RD,N,0,Y,1,N,0,,,,ALDINE WESTFIELD RD,,,,Y,1,N,0,0,,Y,1,0
2927,N,0,103734.0,103734.0,2014.0,N,0,N,0,N,0,508.0,2013-07-14 18:35:00,7/14/2013,N,0,13418212,65,6:35 PM,SUN,0,785.5219999999999,26.0,10.0,10.0,10,IH,0,6:45 PM,Y,1,DISPATCHED,6:39 PM,29.793422200000002,Y,1,-95.07661305,6.0,N,0,45.553999999999995,6.0,0,0,TX1010000,Y,1,18.5,2.9,1,N,0,-0.157,787,7/14/2013,N,0,N,0,112.0,300.0,17600,10,Y,1,,MONMOUTH,,FW,,N,0,Y,1,N,0,1.0,20.0,20.0,IH0010,,,72.0,Y,1,N,0,1,21.4,Y,1,0
2928,N,0,84833.0,84833.0,2014.0,N,0,Y,1,N,0,50.0,2013-07-23 20:24:00,7/23/2013,N,0,13419294,50,8:24 PM,TUE,0,258.947,20.0,10.0,10.0,290,US,0,8:50 PM,Y,1,DISPATCHED,8:36 PM,29.93658996,Y,1,-95.64996723,2.0,N,0,19.021,6.0,3,0,TX1010000,Y,1,7.4,5.1,0,N,0,-0.073,724,7/24/2013,N,0,N,0,106.0,330.0,22300,290,Y,1,11000,TELGE,RD,NORTHWEST,FWY,N,0,Y,1,N,0,6.0,18.0,15.0,US0290,TELGE RD,,72.0,Y,1,N,0,0,12.4,Y,1,0
2929,N,0,,,,N,0,N,0,N,0,,2013-07-07 12:45:00,7/7/2013,N,0,13419620,15,12:45 PM,SUN,0,,,,,,,0,2:11 PM,N,0,DISPATCH,2:08 PM,,N,0,,,N,0,,,0,0,TX0200000,N,0,,,0,Y,1,,,7/7/2013,N,0,N,0,,,3060,,Y,1,3045,SILVER LAKE VILLAGE,,SILVERLAKE VILLAGE,DR,N,0,Y,1,N,0,,,,SILVERLAKE VILLAGE DR,,,,N,0,N,0,0,,N,0,1
2930,N,0,,,,N,0,Y,1,N,0,,2013-07-31 17:30:00,7/31/2013,N,0,13419765,30,5:30 PM,WED,0,,,,,,,0,5:38 PM,Y,1,ARRIVED TO ACTIVE AC,5:34 PM,28.53490519,Y,1,-99.85975202,,N,0,,,2,0,TX0640000,N,0,,,0,N,0,,,8/5/2013,N,0,N,0,,,,,N,0,,WEST THOMPSON,ST,15TH,ST,N,0,N,0,N,0,,,,N 15TH ST,W THOMPSON AVE,1601.0,,Y,1,N,0,0,,Y,1,0
2931,N,0,,,,N,0,Y,1,N,0,,2013-07-19 14:00:00,7/19/2013,N,0,13420340,35,2:00 PM,FRI,0,,,,,,,1,2:13 PM,Y,1,DISPATCHED,2:08 PM,29.77716481,Y,1,-95.75185299,,N,0,,,1,0,TX1010000,N,0,,,0,N,0,,,7/19/2013,N,0,N,0,,,513,,Y,1,21900,MERRYMOUNT,DR,MASON,RD,N,0,Y,1,N,0,,,,S MASON RD,MERRYMOUNT DR,,,Y,1,N,0,1,,Y,1,0
2932,N,0,160273.0,160273.0,2014.0,N,0,N,0,N,0,177.0,2013-07-09 09:10:00,7/9/2013,N,0,13420654,50,9:10 AM,TUE,0,35.522,48.0,12.0,12.0,69,IH,0,9:20 AM,Y,1,DISPATCHED,9:13 AM,29.90272226,Y,1,-95.31160936,24.0,N,0,2.6839999999999997,8.0,1,0,TX1010000,Y,1,5.9,2.3,2,N,0,6.827000000000001,135,7/9/2013,N,0,N,0,144.0,310.0,12300,59,Y,1,,ALDINE MAIL,RD,EASTEX,FWY,N,0,Y,1,N,0,7.0,24.0,24.0,IH0069,FS0525,,96.0,Y,1,N,0,2,8.2,Y,1,0
2933,N,0,,,,N,0,Y,1,N,0,,2013-06-26 09:55:00,6/26/2013,N,0,13420656,35,9:55 AM,WED,0,,,,,,,0,10:31 AM,Y,1,DISPATCHED,10:20 AM,29.794459999999997,Y,1,-95.80191298,,N,0,,,2,0,TX1010000,N,0,,,0,N,0,,,6/26/2013,Y,1,Y,1,,,1502,,Y,1,24000,COLONIAL PARKWAY,,KATY FORT BEND,RD,N,0,N,0,N,0,,,,KATY FORT BEND RD,UNKNOWN,,,Y,1,N,0,0,,Y,1,0
2934,N,0,,,,N,0,Y,1,N,0,,2013-07-15 18:04:00,7/15/2013,N,0,13420728,35,6:04 PM,MON,0,,,,,,,0,6:36 PM,Y,1,DISPATCHED,6:32 PM,29.91073476,Y,1,-95.32361309,,N,0,,,4,0,TX1010000,N,0,,,0,N,0,,,7/15/2013,N,0,N,0,,,4700,,Y,1,13200,VICKERYS,ST,LAUDER,RD,N,0,Y,1,N,0,,,,LAUDER RD,UNKNOWN,4700.0,,Y,1,N,0,0,,Y,1,0
2935,N,0,,,,N,0,Y,1,N,0,,2013-07-28 08:15:00,7/28/2013,N,0,13420751,30,8:15 AM,SUN,0,,,,,,,0,8:32 AM,Y,1,DISPATCHED,8:17 AM,30.66054473,Y,1,-98.44341227,,N,0,,,2,0,,N,0,,,0,N,0,,,8/17/2013,N,0,N,0,,,300,,Y,1,,LILLIAN DEAN,ST,HIGHLAND,DR,N,0,Y,1,N,0,,,,HIGHLAND LOOP,UNKNOWN,300.0,,Y,1,N,0,0,,Y,1,0
2936,N,0,147075.0,147075.0,2014.0,N,0,N,0,N,0,94.0,2013-07-30 18:15:00,7/30/2013,N,0,13422344,60,6:15 PM,TUE,0,31.515,24.0,10.0,12.0,183,SH,0,6:42 PM,N,0,DISPATCH,6:20 PM,32.83879912,Y,1,-97.05701132,2.0,N,0,11.636,6.0,3,0,TX2201200,Y,1,3.2,3.0,0,N,0,0.161,584,7/30/2013,N,0,N,0,116.0,350.0,100,183,N,0,4700,NOT REPORTED,,AIRPORT,FWY,N,0,N,0,N,0,2.0,22.0,22.0,SH0183,,,72.0,Y,1,N,0,0,6.2,Y,1,1
2937,N,0,,,,N,0,N,0,N,0,,2013-06-06 18:30:00,6/6/2013,N,0,13423101,0,6:30 PM,THU,0,,,,,,,0,6:23 PM,Y,1,DISPATCHED,6:15 PM,29.93318056,Y,1,-95.3770482,,N,0,,,2,0,TX1010000,N,0,,,0,N,0,,,6/6/2013,N,0,N,0,,,825,,Y,1,16000,YARBERRY,RD,ALDINE BENDER,RD,N,0,Y,1,N,0,,,,ALDINE BENDER RD,,839.0,,N,0,N,0,0,,N,0,0
2938,N,0,,,,N,0,N,0,N,0,,2013-07-28 13:57:00,7/28/2013,N,0,13423259,0,1:57 PM,SUN,0,,,,,,,0,3:06 PM,N,0,DISPATCHED,2:52 PM,,N,0,,,N,0,,,0,0,TX1010000,N,0,,,0,Y,1,,,7/28/2013,N,0,N,0,,,7979,,Y,1,,WEST,RD,ELDRIDGE,PKWY,N,0,Y,1,N,0,,,,N ELDRIDGE PKWY,,,,Y,1,N,0,0,,N,0,1
2939,N,0,31907.0,31907.0,2014.0,N,0,N,0,N,0,1006.0,2013-07-18 07:54:00,7/18/2013,N,0,13423293,45,7:54 AM,THU,0,40.48,20.0,0.0,0.0,529,FM,0,7:54 AM,Y,1,DISPATCHED,7:46 AM,29.87917549,Y,1,-95.6455274,20.0,N,0,12.802999999999999,4.0,2,0,TX1010000,Y,1,8.0,2.8,0,N,0,0.8270000000000001,668,7/18/2013,N,0,N,0,48.0,120.0,,529,Y,1,,NOT REPORTED,,SPENCER,RD,N,0,Y,1,N,0,1.0,0.0,0.0,FM0529,SH0006,15707.0,46.0,Y,1,N,0,0,10.7,Y,1,0
2940,N,0,70851.0,70851.0,2014.0,N,0,Y,1,N,0,50.0,2013-07-26 11:50:00,7/26/2013,N,0,13423366,45,11:50 AM,FRI,0,255.305,24.0,10.0,12.0,290,US,0,11:58 AM,Y,1,DISPATCHED,11:54 AM,29.97179116,Y,1,-95.69469786,2.0,N,0,15.475999999999999,6.0,1,1,TX1010000,Y,1,7.4,5.1,0,N,0,,,7/26/2013,Y,1,N,0,116.0,330.0,25925,290,Y,1,,SPRING CYPRESS,RD,NORTHWEST,FWY,N,0,Y,1,N,0,6.0,22.0,22.0,US0290,SPRING CYPRESS RD,,72.0,N,0,N,0,1,12.4,Y,1,0
2941,N,0,,,,N,0,Y,1,N,0,,2013-07-16 13:20:00,7/16/2013,N,0,13423374,45,1:20 PM,TUE,0,,,,,,,0,1:46 PM,Y,1,DISPATCHED,1:26 PM,30.04206475,Y,1,-95.48556305,,N,0,,,4,0,TX1010000,N,0,,,0,N,0,,,7/16/2013,N,0,N,0,,,4700,,Y,1,18500,BENT ELM,DR,LOUETTA,RD,N,0,Y,1,N,0,,,,LOUETTA RD,BENT ELM DR,4699.0,,Y,1,N,0,0,,Y,1,0
2942,N,0,,,,N,0,Y,1,N,0,,2013-07-25 16:11:00,7/25/2013,N,0,13423689,30,4:11 PM,THU,0,,,,,,,0,4:22 PM,Y,1,DISPATCHED,4:11 PM,30.01147475,Y,1,-95.30426309,,N,0,,,2,0,TX1014900,N,0,,,0,N,0,,,7/25/2013,N,0,N,0,,,19900,,Y,1,8000,SUMMER PLACE,LN,RISING STAR,DR,N,0,Y,1,N,0,,,,RISING STAR DR,SUMMER PLACE DR,19998.0,,N,0,N,0,0,,N,0,0
2943,N,0,,,,N,0,N,0,N,0,,2013-07-25 16:49:00,7/25/2013,N,0,13423739,65,4:49 PM,THU,0,,,,,,,0,5:17 PM,Y,1,DISPATCHED,4:48 PM,29.61438208,Y,1,-95.4945772,,N,0,,,9,2,TX1015200,N,0,,,2,N,0,,,7/27/2013,Y,1,N,0,,,7600,8,N,0,,HILLCROFT,RD,SAM HOUSTON PW,RD,N,0,N,0,N,0,,,,S SAM HOUSTON PKWY W,,,,Y,1,Y,1,4,,Y,1,0
2944,N,0,,,,N,0,N,0,N,0,,2013-07-15 02:00:00,7/15/2013,N,0,13424088,30,2:00 AM,MON,0,,,,,,,0,3:38 AM,N,0,DISPATCHED,2:16 AM,29.87772497,Y,1,-95.31744148,,N,0,,,0,0,TX1010000,N,0,,,0,N,0,,,7/15/2013,N,0,N,0,,,4901,,Y,1,,PERCY,RD,MOHAWK,,N,0,Y,1,N,0,,,,MOHAWK ST,PERCY RD,4902.0,,Y,1,N,0,0,,Y,1,1
2945,N,0,,,,N,0,N,0,Y,1,,2013-07-31 13:50:00,7/31/2013,N,0,13424616,40,1:50 PM,WED,0,,,,,,,0,1:52 PM,Y,1,DISPATCHED,1:46 PM,29.680875300000004,Y,1,-95.61442694,,N,0,,,3,0,TX1010000,N,0,,,0,N,0,,,7/31/2013,N,0,N,0,,,9000,,Y,1,,BISSONNET,ST,SYNOTT,,N,0,Y,1,N,0,,,,SYNOTT RD,BISSONNET ST,,,Y,1,N,0,0,,Y,1,0
2946,N,0,,,,N,0,N,0,Y,1,,2013-07-24 08:10:00,7/24/2013,N,0,13424662,30,8:10 AM,WED,0,,,,,,,0,8:28 AM,Y,1,DISPATCHED,8:15 AM,29.74746979,Y,1,-95.11632065,,N,0,,,2,0,TX1010000,N,0,,,0,N,0,,,7/24/2013,N,0,N,0,,,16023,,Y,1,,SHELDON,RD,PENINSULA,BLVD,N,0,Y,1,N,0,,,,PENINSULA ST,,16023.0,,Y,1,N,0,0,,Y,1,0
